A	'ə	 ə 
heguis	'ɛ ɣ i s	 i 'ɛ ɣ i s 
heli	'ɛ l i	 i 'ɛ l i 
Hèlios	'ɛ l i u s	 i 'ɛ l i u s 
hèlix	'ɛ l i k s	 i 'ɛ l i k s 
hemangioma	ə m ə n ʒ i 'ɔ m ə	 ə m ə n ʒ i 'o m ə 
Hèmera	'ɛ m ə ɾ ə	 u m ə ɾ ə 
hèrnia	'ɛ r n i ə	 ə r n i ə 
heroi	ə ɾ 'ɔ j	 i ə ɾ 'o i 
heroic	ə ɾ 'ɔ j k	 i ə ɾ 'o 'i k 
herpes	'ɛ r p ə s	 ə r p ə s 
hèrptil	'ɛ r p t i l	 ə r p t 'i l 
heu	'ɛ w	 'ɛ u 
heura	'ɛ w ɾ ə	 i 'ɛ w ɾ ə 
heure	'ɛ w ɾ ə	 i 'ɛ w ɾ ə 
heus	'ɛ w s	 'ɛ 'u s 
hevea	ə β 'ɛ ə	 ə β 'e ə 
hi	'i	 i 
híbrid	'i β ɾ i t	 ə β ɾ i ð 
hidroelèctrica	i ð ɾ u ə l 'ɛ k t ɾ i k ə	 i ð ɾ u ə l 'ɛ k t ɾ 'i k ə 
hidroelèctrics	i ð ɾ u ə l 'ɛ k t ɾ i k s	 i ð ɾ u ə l 'ɛ k t ɾ 'i k s 
hidroxinaftalè	i ð ɾ u k s i n ə f t ə l 'ɛ	 i ð ɾ u k s i n ə f t 'a l 'ɛ 
hidrozou	i ð ɾ u z 'o w	 i ð ɾ u z 'o 
hieràtic	j ə ɾ 'a t i k	 i ə ɾ 'a t i k 
hieràtics	j ə ɾ 'a t i k s	 i ə ɾ 'a t i k s 
himen	'i m ə n	 ə m ə n 
himne	'i m n ə	 u 'i m n ə 
hiperespai	i p ə ɾ ə s p 'a j	 i p ə ɾ ə s p 'a i 
hiperespais	i p ə ɾ ə s p 'a j s	 i p ə ɾ ə s p 'a i s 
hipnosi	i b n 'ɔ z i	 i p n 'ɔ z i 
hipnòtic	i b n 'ɔ t i k	 i p n 'ɔ t i k 
hipnotisme	i b n u t 'i z m ə	 i p n u t 'i z m ə 
hipocamp	i p u k 'a m	 i p u k 'a m p 
hitlerià	i l l ə ɾ i 'a	 i t l ə ɾ i 'a 
hivernenc	i β ə r n 'ɛ ŋ	 i β ə r n 'ɛ n s 
hòbbit	'ɔ b b i t	 i b b i t 
hola	'ɔ l ə	 i 'ɔ l ə 
holmi	'ɔ l m i	 i 'ɔ l m i 
hom	'ɔ m	 i 'o 
home	'ɔ m ə	 u m ə 
homenenc	u m ə n 'ɛ ŋ	 u m ə n 'ɛ n s 
homenencs	u m ə n 'ɛ ŋ s	 u m ə n 'ɛ ŋ k s 
homes	'ɔ m ə s	 u m ə s 
honest	u n 'e s t	 u n 'ɛ s t 
honor	u n 'o r	 u u n 'o 
honors	u n 'o r s	 u u n 'o s 
honra	'o n r ə	 i n r ə 
honren	'ɔ n r ə n	 i n r ə n 
honri	'ɔ n r i	 i n r i 
honris	'ɔ n r i s	 i n r i s 
honro	'ɔ n r u	 i n r u 
hoquei	u k 'ɛ j	 u k 'ɛ i 
hora	'ɔ ɾ ə	 i 'o ɾ ə 
hores	'ɔ ɾ ə s	 i 'o ə s 
hort	'ɔ r t	 i 'o t 
horta	'ɔ r t ə	 u r t ə 
hoste	'ɔ s t ə	 u s t ə 
hostes	'ɔ s t ə s	 u s t ə s 
hostessa	u s t 'ɛ s ə	 u s t 'e s ə 
hòstia	'ɔ s t i ə	 u s t i ə 
hòsties	'ɔ s t i ə s	 u s t i ə s 
húmer	'u m ə r	 u m ə r 
humor	u m 'o r	 u m 'o 
humus	'u m u s	 u m u s 
i	'i	 i 
iaia	j 'a j ə	 i 'a j ə 
iaies	j 'a j ə s	 i 'a j ə s 
iaio	j 'a j u	 i 'a j u 
iber	i β 'e r	 i β 'e 
idealisme	i ð e ə l 'i z m ə	 i ð ə ə l 'i z m ə 
idealista	i ð e ə l 'i s t ə	 i ð ə ə l 'i s t ə 
ideia	i ð 'ɛ j ə	 i ð 'ɛ 'i ə 
iemenita	j ə m ə n 'i t ə	 i ə m ə n 'i t ə 
Igualada	i ɣ w ə l 'a ð ə	 i ɣ u ə l 'a ð ə 
igualadí	i ɣ w ə l ə ð 'i	 i ɣ w ə l 'a ð 'i 
igualar	i ɣ w ə l 'a	 i ɣ u ə l 'a 
illenc	i ʎ 'ɛ ŋ	 i ʎ 'ɛ n s 
immens	i m m 'ɛ n s	 i m m 'e n s 
immers	i m m 'ɛ r s	 i m m 'e s 
imparell	i m p ə ɾ 'ɛ ʎ	 i m p ə ɾ 'e ʎ 
imperfecta	i m p ə r f 'e k t ə	 i m p ə r f 'ɛ k t ə 
imperfecte	i m p ə r f 'e k t ə	 i m p ə r f 'ɛ k t ə 
imperfectes	i m p ə r f 'e k t ə s	 i m p ə r f 'ɛ k t ə s 
ímpetu	'i m p ə t u	 'i m p 'ɛ t u 
imposes	i m p 'ɔ z ə s	 i m p 'o z ə s 
impremta	i m p ɾ 'e m t ə	 i m p ɾ 'ɛ m t ə 
imprudentment	i m p ɾ u ð ə m m 'e n	 i m p ɾ u ð 'e n ə m 'e n 
impur	i m p 'u r	 i m p 'u 
inadequat	i n ə ð ə k w 'a t	 i n 'a ð ə k 'a t 
inaudible	i n ə w ð 'i b b l ə	 i n ə u ð 'i b b l ə 
incompliment	i ŋ k u m p l i m 'e n	 i ŋ k 'ɔ m p l i m 'e n 
increment	i ŋ k ɾ ə m 'e n	 'i ŋ k ɾ ə m 'e n 
incultura	i ŋ k u l t 'u ɾ ə	 i ŋ k 'u l t 'u ɾ ə 
independentment	i n d ə p ə n d ə m m 'e n	 i n d ə p ə n d 'e n ə m 'e n 
indigestió	i n d i ʒ ə s t i 'o	 i n d 'i ʒ ə s t i 'o 
indústria	i n d 'u s t ɾ i ə	 i n d 'u s t ɾ 'i ə 
inerts	i n 'ɛ r s	 i n 'ɛ r t s 
inhalada	i n ə l 'a ð ə	 i n u ə l 'a ð ə 
inhalades	i n ə l 'a ð ə s	 i n u ə l 'a ð ə s 
inhalant	i n ə l 'a n	 i n u ə l 'a n 
inhalar	i n ə l 'a	 i n u ə l 'a 
inhalat	i n ə l 'a t	 i n u ə l 'a t 
inhalats	i n ə l 'a t s	 i n u ə l 'a t s 
iniciarà	i n i s i ə ɾ 'a	 i n i s i 'a ɾ 'a 
ininterromput	i n i n t ə r u m p 'u t	 i n 'i n t ə r 'o m p 'u t 
innocentment	i n n u s ə m m 'e n	 i n n u s 'e n ə m 'e n 
inodor	i n u ð 'o r	 i n u ð 'o 
inquiet	i ŋ k i 'e t	 i ŋ k i 'ɛ t 
inquietud	i ŋ k i ə t 'u t	 i ŋ k 'i ə t 'u t 
insatisfactori	i n s ə t i s f ə k t 'ɔ ɾ i	 i n s 'a t i s f ə k t 'ɔ ɾ i 
insecte	i n s 'e k t ə	 i n s 'ɛ k t ə 
insistentment	i n s i s t ə m m 'e n	 i n s i s t 'e n ə m 'e n 
instituiré	i n s t i t u i ɾ 'e	 i n s t i t u 'i ɾ 'e 
instrument	i n s t ɾ u m 'e n	 'i n s t ɾ u m 'e n 
insular	i n s u l 'a r	 i n s u l 'a 
insulinoma	i n s u l i n 'ɔ m ə	 i n s u l i n 'o m ə 
insult	i n s 'u l	 i n s 'u l t 
intens	i n t 'ɛ n s	 i n t 'e n s 
interior	i n t ə ɾ i 'o r	 i n t ə ɾ i 'o 
intermitentment	i n t ə r m i t ə m m 'e n	 i n t ə r m i t 'e n ə m 'e n 
intèrpret	i n t 'ɛ r p ɾ ə t	 i n t 'ɛ r p ɾ 'ɛ t 
interrompre	i n t ə r 'o m p ɾ ə	 i n t ə r 'ɔ m p ɾ ə 
interrompuda	i n t ə r u m p 'u ð ə	 i n t ə r 'o m p 'u ð ə 
interrompudes	i n t ə r u m p 'u ð ə s	 i n t ə r 'o m p 'u ð ə s 
interromput	i n t ə r u m p 'u t	 i n t ə r 'o m p 'u t 
interromputs	i n t ə r u m p 'u t s	 i n t ə r 'o m p 'u t s 
intransitiu	i n t ɾ ə n z i t 'i w	 i n t ɾ ə n s i t 'i w 
intransitius	i n t ɾ ə n z i t 'i w s	 i n t ɾ ə n s i t 'i w s 
intransitiva	i n t ɾ ə n z i t 'i β ə	 i n t ɾ ə n s i t 'i β ə 
intransitives	i n t ɾ ə n z i t 'i β ə s	 i n t ɾ ə n s i t 'i β ə s 
intrèpid	i n t ɾ 'ɛ p i t	 i n t ɾ 'ɛ p i ð 
invers	i m b 'ɛ r s	 i m b 'e s 
ioga	j 'ɔ ɣ ə	 i 'ɔ ɣ ə 
iogui	j 'ɔ ɣ i	 i 'ɔ ɣ i 
iogurt	j u ɣ 'u r t	 i u ɣ 'u r t 
iònica	j 'ɔ n i k ə	 i 'ɔ n i k ə 
irregular	i r ə ɣ u l 'a r	 i r ə ɣ u l 'a 
irremeiable	i r ə m ə j 'a b b l ə	 i r ə m ə i 'a b b l ə 
isard	i z 'a r	 i z 'a ɾ ə 
Israel	i z r ə 'ɛ l	 i s 'a 'ɛ l 
israelià	i z r ə e l i 'a	 i z r ə ə l i 'a 
Istanbul	i s t ə m b 'u l	 i s t 'a m b 'u l 
Ístria	'i s t ɾ i ə	 'i s t ɾ 'i ə 
italoalbanès	i t ə l u ə l β ə n 'ɛ s	 i t ə l u 'a l β ə n 'ɛ s 
iugoslau	j u ɣ u z l 'a w	 i w ɣ u z l 'a w 
Iugoslàvia	j u ɣ u z l 'a β i ə	 i w ɣ u z l 'a β i ə 
jaciment	ʒ ə s i m 'e n	 ʒ 'a s i m 'e n 
Jaén	ʒ ə 'e n	 ʒ 'a 'e n 
jaguar	ʒ ə ɣ w 'a r	 ʒ ə ɣ w 'a 
jazz	ʒ 'a s	 ʒ 'a z ə 
jerosolimità	ʒ ə ɾ u z u l i m i t 'a	 ʒ 'e ɾ u z u l i m i t 'a 
jersei	ʒ ə r s 'ɛ j	 ʒ ə r s 'ɛ i 
Jerusalem	ʒ ə ɾ u z ə l 'ɛ m	 ʒ 'e ɾ u z ə l 'ɛ m 
Josep	ʒ u z 'ɛ p	 ʒ u s 'ɛ p 
jou	ʒ 'o w	 ʒ 'o 
jove	ʒ 'o β ə	 ʒ 'ɔ β ə 
jóvens	ʒ 'o β ə n s	 ʒ 'o β 'e n s 
joves	ʒ 'o β ə s	 ʒ 'ɔ β ə s 
jueu	ʒ u 'e w	 ʒ u 'ɛ w 
juguesca	ʒ u ɣ 'ɛ s k ə	 ʒ u ɣ u 'ɛ s k ə 
juntura	ʒ u n t 'u ɾ ə	 ʒ 'u n t 'u ɾ ə 
júnyer	ʒ 'u ɲ ə	 ʒ 'u ɲ 'e 
jurament	ʒ u ɾ ə m 'e n	 ʒ 'u ɾ ə m 'e n 
jutgessa	ʒ u d ʒ 'ɛ s ə	 ʒ u d ʒ 'e s ə 
kafkià	k ə f k i 'a	 k ə f i i 'a 
Kazakhstan	k ə z ə k s t 'a n	 k ə z 'a k s t 'a n 
khmer	k m 'e r	 k ə m 'e 
kilocaloria	k i l u k ə l u ɾ 'i ə	 s i l u k ə l u ɾ 'i ə 
kilòmetre	k i l 'ɔ m ə t ɾ ə	 b i l 'ɔ m ə t ɾ ə 
kiwi	k 'i β i	 ə 'i β i 
kuwaitià	k u β ə j t i 'a	 k u β ə i t i 'a 
la	l 'ə	 l ə 
labor	l ə β 'o r	 l ə β 'o 
lacrosse	l ə k ɾ 'o s ə	 l ə k ɾ 'ɔ s ə 
Laos	l 'a u s	 l 'a 'ɔ s 
lema	l 'e m ə	 l 'ɛ m ə 
lemes	l 'e m ə s	 l 'ɛ m ə s 
lèmur	l 'ɛ m u	 l 'ɛ m u r 
lepra	l 'e p ɾ ə	 l 'ɛ p ɾ ə 
les	l 'ə s	 l ə s 
li	l 'i	 l i 
líber	l 'i β ə	 l 'i β ə r 
liceu	l i s 'ɛ w	 l i k 'ɛ w 
Liceu	l i s 'ɛ w	 l i k 'ɛ w 
licor	l i k 'o r	 l i k 'o 
limburgués	l i m b u ɾ ɣ 'e s	 l i m b u r k 'e s 
líquid	l 'i k i t	 l 'i k i ð 
lisosoma	l i z u z 'ɔ m ə	 l 'i z u z 'o m ə 
lisosòmic	l i z u z 'ɔ m i k	 l 'i z u z 'ɔ m i k 
lisosòmica	l i z u z 'ɔ m i k ə	 l 'i z u z 'ɔ m i k ə 
lisosòmics	l i z u z 'ɔ m i k s	 l 'i z u z 'ɔ m i k s 
lisosòmiques	l i z u z 'ɔ m i k ə s	 l 'i z u z 'ɔ m i k ə s 
lladruc	ʎ ə ð ɾ 'u k	 ʎ 'a ð ɾ 'u k 
llagosta	ʎ ə ɣ 'o s t ə	 ʎ ə ɣ 'ɔ s t ə 
llamenc	ʎ ə m 'ɛ ŋ	 ʎ ə m 'ɛ n s 
llançament	ʎ ə n s ə m 'e n	 ʎ 'a n s ə m 'e n 
llar	ʎ 'a r	 ʎ 'a 
llarg	ʎ 'a r k	 ʎ 'a r 
llargs	ʎ 'a r k s	 ʎ 'a r s 
llauna	ʎ 'a w n ə	 ʎ 'a 'u n ə 
llaüt	ʎ ə 'u t	 ʎ 'a 'u t 
llebeig	ʎ ə β 'ɛ t ʃ	 ʎ ə β 'ɛ ʃ 
llebre	ʎ 'e β ɾ ə	 ʎ 'ɛ β ɾ ə 
llega	ʎ 'e ɣ ə	 ʎ 'ɛ ɣ ə 
llegenda	ʎ ə ʒ 'e n d ə	 ʎ ə ʒ 'ɛ n d ə 
llegendes	ʎ ə ʒ 'e n d ə s	 ʎ ə ʒ 'ɛ n d ə s 
llegües	ʎ 'e ɣ w ə s	 ʎ 'ɛ ɣ w ə s 
llei	ʎ 'e j	 ʎ 'ɛ i 
Lleida	ʎ 'e j ð ə	 ʎ 'ɛ j ð ə 
lleig	ʎ 'e t ʃ	 ʎ 'ɛ ʃ 
lleis	ʎ 'e j s	 ʎ 'ɛ i s 
lleixa	ʎ 'e ʃ ə	 ʎ 'ɛ ʃ ə 
Llemosí	ʎ ə m u z 'i	 ʎ 'ɛ m u z 'i 
llenços	ʎ 'e n s u s	 ʎ 'ɛ n s u s 
llenya	ʎ 'e ɲ ə	 ʎ 'ɛ ɲ ə 
llepa	ʎ 'e p ə	 ʎ 'ɛ p ə 
llepen	ʎ 'e p ə n	 ʎ 'ɛ p ə n 
llépol	ʎ 'e p u l	 ʎ 'e p 'ɔ l 
llest	ʎ 'e s t	 ʎ 'ɛ s t 
llesta	ʎ 'e s t ə	 ʎ 'ɛ s t ə 
llestes	ʎ 'e s t ə s	 ʎ 'ɛ s t ə s 
llestos	ʎ 'e s t u s	 ʎ 'ɛ s t u s 
llet	ʎ 'e t	 ʎ 'ɛ t 
lletges	ʎ 'e d ʒ ə s	 ʎ 'ɛ d ʒ ə s 
lletja	ʎ 'e d ʒ ə	 ʎ 'ɛ d ʒ ə 
lletjos	ʎ 'e d ʒ u s	 ʎ 'ɛ d ʒ u s 
lletrejada	ʎ ə t ɾ ə ʒ 'a ð ə	 ʎ 'ɛ t ɾ ə ʒ 'a ð ə 
lletrejades	ʎ ə t ɾ ə ʒ 'a ð ə s	 ʎ 'ɛ t ɾ ə ʒ 'a ð ə s 
lletrejar	ʎ ə t ɾ ə ʒ 'a	 ʎ 'ɛ t ɾ ə ʒ 'a 
lletrejat	ʎ ə t ɾ ə ʒ 'a t	 ʎ 'ɛ t ɾ ə ʒ 'a t 
lletrejats	ʎ ə t ɾ ə ʒ 'a t s	 ʎ 'ɛ t ɾ ə ʒ 'a t s 
lleu	ʎ 'e w	 ʎ 'ɛ w 
lleus	ʎ 'e w s	 ʎ 'ɛ w s 
lleva	ʎ 'e β ə	 ʎ 'ɛ β ə 
lleves	ʎ 'e β ə s	 ʎ 'ɛ β ə s 
llevo	ʎ 'e β u	 ʎ 'ɛ β u 
llicenciatura	ʎ i s ə n s i ə t 'u ɾ ə	 ʎ i s ə n s 'i ə t 'u ɾ ə 
lligament	ʎ i ɣ ə m 'e n	 ʎ 'i ɣ ə m 'e n 
lliurada	ʎ i w ɾ 'a ð ə	 ʎ i u ɾ 'a ð ə 
lliurades	ʎ i w ɾ 'a ð ə s	 ʎ i u ɾ 'a ð ə s 
lliurament	ʎ i w ɾ ə m 'e n	 ʎ 'i u ɾ ə m 'e n 
lliurar	ʎ i w ɾ 'a	 ʎ i u ɾ 'a 
lloa	ʎ 'o ə	 ʎ 'ɔ ə 
lloat	ʎ u 'a t	 ʎ 'ɔ 'a t 
lloba	ʎ 'o β ə	 ʎ 'ɔ β ə 
llobregatenc	ʎ u β ɾ ə ɣ ə t 'ɛ ŋ	 ʎ u β ɾ ə ɣ ə t 'ɛ n s 
lloen	ʎ 'o ə n	 ʎ 'ɔ ə n 
llop	ʎ 'o p	 ʎ 'ɔ p 
Llorach	ʎ u ɾ 'a k	 ʎ u ɾ 'a k ə 
llord	ʎ 'o r t	 ʎ 'o r 
llosa	ʎ 'ɔ z ə	 ʎ 'o z ə 
lloses	ʎ 'ɔ z ə s	 ʎ 'o z ə s 
lluïment	ʎ u i m 'e n	 ʎ 'u i m 'e n 
lluitada	ʎ u j t 'a ð ə	 ʎ u i t 'a ð ə 
lluitades	ʎ u j t 'a ð ə s	 ʎ u i t 'a ð ə s 
lluitant	ʎ u j t 'a n	 ʎ u i t 'a n 
lluitar	ʎ u j t 'a	 ʎ u i t 'a 
lluitat	ʎ u j t 'a t	 ʎ u i t 'a t 
lluitats	ʎ u j t 'a t s	 ʎ u i t 'a t s 
llur	ʎ 'u r	 ʎ 'u 
londinenc	l u n d i n 'ɛ ŋ	 l u n d i n 'ɛ n s 
Londres	l 'o n d ɾ ə s	 l 'ɔ n d ɾ ə s 
lumbar	l u m b 'a r	 l u m b 'a 
luminescència	l u m i n ə s 'ɛ n s i ə	 l u m 'i n ə s 'ɛ n s i ə 
lunar	l u n 'a r	 l u n 'a 
Luxemburg	l u k s ə m b 'u r k	 l u k s ə m b 'u r 
ma	m 'ə	 m ə 
macedoni	m ə s ə ð 'ɔ n i	 m ə s ə ð 'o n i 
Madrid	m ə ð ɾ 'i t	 m ə ð ɾ 'i ð 
magenc	m ə ʒ 'ɛ ŋ	 m ə ʒ 'ɛ n s 
Mahoma	m ə 'ɔ m ə	 m ə u m ə 
maig	m 'a t ʃ	 m 'a ʃ 
mainada	m ə j n 'a ð ə	 m ə i n 'a ð ə 
malaisi	m ə l 'a j z i	 m ə l 'a 'i z i 
Malàisia	m ə l 'a j z i ə	 m ə l 'a i z i ə 
maldestre	m ə l d 'e s t ɾ ə	 m ə l d 'ɛ s t ɾ ə 
malestar	m ə l ə s t 'a	 m 'a l ə s t 'a 
malicioses	m ə l i s i 'o z ə s	 m ə l i s i 'o s ə s 
malifeta	m ə l i f 'e t ə	 m ə l i f 'ɛ t ə 
malnom	m ə l n 'ɔ m	 m ə l n 'o m 
malson	m ə l s 'ɔ n	 m ə l s 'o n 
malur	m ə l 'u r	 m ə l 'u 
mànager	m 'a n ə ʒ ə r	 m 'a n ə ʒ 'e 
manament	m ə n ə m 'e n	 m 'a n ə m 'e n 
manc	m 'a ŋ	 m 'a n s 
maneig	m ə n 'ɛ t ʃ	 m ə n 'ɛ ʃ 
manifest	m ə n i f 'e s t	 m ə n i f 'ɛ s t 
manifesti	m ə n i f 'e s t i	 m ə n i f 'ɛ s t i 
manteniment	m ə n t ə n i m 'e n	 m ə n t 'ɛ n i m 'e n 
marabú	m ə ɾ ə β 'u	 m ə ɾ 'a β 'u 
marcenc	m ə r s 'ɛ ŋ	 m ə r s 'ɛ n s 
mareig	m ə ɾ 'ɛ t ʃ	 m ə ɾ 'ɛ ʃ 
maresmenc	m ə ɾ ə z m 'ɛ ŋ	 m 'a ɾ ə z m 'ɛ n s 
marianista	m ə ɾ i ə n 'i s t ə	 m ə ɾ 'i ə n 'i s t ə 
màrqueting	m 'a r k ə t i ŋ	 m 'a r k ə t 'i ŋ 
martinenc	m ə r t i n 'ɛ ŋ	 m ə r t i n 'ɛ n s 
màrtir	m 'a r t i r	 m 'a r t i 
màser	m 'a z ə	 m 'a z ə r 
mastodont	m ə s t u ð 'ɔ n	 m ə s t u ð 'o n 
matallops	m ə t ə ʎ 'o p s	 m ə t ə ʎ 'ɔ p s 
matallums	m ə t ə ʎ 'u m s	 m ə t 'a ʎ 'u m s 
matriu	m ə t ɾ 'i w	 m ə t ɾ 'i u 
me	m 'ə	 m ə 
medicament	m ə ð i k ə m 'e n	 m ə ð 'i k ə m 'e n 
meitat	m ə j t 'a t	 m ə i t 'a t 
melillenc	m ə l i ʎ 'ɛ ŋ	 m ə l i ʎ 'ɛ n s 
membre	m 'e m b ɾ ə	 m 'ɛ m b ɾ ə 
membres	m 'e m b ɾ ə s	 m 'ɛ m b ɾ ə s 
mencionis	m ə n s i 'ɔ n i s	 m ə n s i 'o n i s 
mengen	m 'e n ʒ ə n	 m 'ɛ n ʒ ə n 
menges	m 'e n ʒ ə s	 m 'ɛ n ʒ ə s 
mengi	m 'e n ʒ i	 m 'ɛ n ʒ i 
mengin	m 'e n ʒ i n	 m 'ɛ n ʒ i n 
menja	m 'e n ʒ ə	 m 'ɛ n ʒ ə 
menjo	m 'e n ʒ u	 m 'ɛ n ʒ u 
menor	m ə n 'o r	 m ə n 'o 
menstrus	m 'ɛ n s t ɾ u s	 m 'ɛ n s t ɾ 'u s 
mentre	m 'e n t ɾ ə	 m 'ɛ n t ɾ ə 
menyspreada	m ə ɲ s p ɾ e 'a ð ə	 m 'ɛ ɲ s p ə e 'a ð ə 
menyspreades	m ə ɲ s p ɾ e 'a ð ə s	 m 'ɛ ɲ s p ə e 'a ð ə s 
menyspreat	m ə ɲ s p ɾ e 'a t	 m 'ɛ ɲ s p ɾ e 'a t 
menyspreats	m ə ɲ s p ɾ e 'a t s	 m 'ɛ ɲ s p ɾ e 'a t s 
mer	m 'e r	 m 'e 
meréixer	m ə ɾ 'e ʃ ə	 m ə ɾ 'e ʃ 'e 
merescuda	m ə ɾ ə s k 'u ð ə	 m 'e ɾ ə s k 'u ð ə 
merescudes	m ə ɾ ə s k 'u ð ə s	 m 'e ɾ ə s k 'u ð ə s 
merescut	m ə ɾ ə s k 'u t	 m 'e ɾ ə s k 'u t 
merescuts	m ə ɾ ə s k 'u t s	 m 'e ɾ ə s k 'u t s 
meretriu	m ə ɾ ə t ɾ 'i w	 m ə ɾ ə t ɾ 'i u 
mero	m 'e ɾ u	 m 'ɛ ɾ u 
mes	m 'e s	 m 'ɛ s 
mesos	m 'e z u s	 m 'ɛ z u s 
mestressa	m ə s t ɾ 'ɛ s ə	 m ə s t ɾ 'e s ə 
mesurament	m ə z u ɾ ə m 'e n	 m ə z 'u ɾ ə m 'e n 
metastatitzada	m ə t ə s t ə t i d z 'a ð ə	 m 'ɛ t ə s t ə t i d z 'a ð ə 
metastatitzades	m ə t ə s t ə t i d z 'a ð ə s	 m 'ɛ t ə s t ə t i d z 'a ð ə s 
metastatitzar	m ə t ə s t ə t i d z 'a	 m 'ɛ t ə s t ə t i d z 'a 
metastatitzat	m ə t ə s t ə t i d z 'a t	 m 'ɛ t ə s t ə t i d z 'a t 
metastatitzats	m ə t ə s t ə t i d z 'a t s	 m 'ɛ t ə s t ə t i d z 'a t s 
metatextual	m ə t ə t ə k s t u 'a l	 m ə t 'a t ə k s t u 'a l 
metatextualitat	m ə t ə t ə k s t u ə l i t 'a t	 m ə t 'a t ə k s t u ə l i t 'a t 
metge	m 'e d ʒ ə	 m 'ɛ d ʒ ə 
metges	m 'e d ʒ ə s	 m 'ɛ d ʒ ə s 
metgessa	m ə d ʒ 'ɛ s ə	 m ə d ʒ 'e s ə 
metxa	m 'e t ʃ ə	 m 'ɛ t ʃ ə 
meu	m 'e w	 m 'ɛ w 
meus	m 'e w s	 m 'ɛ w s 
meva	m 'e β ə	 m 'ɛ β ə 
meves	m 'e β ə s	 m 'ɛ β ə s 
mig	m 'i t ʃ	 m 'i ə 
miliard	m i l i 'a r	 m i l i 'a r ə 
militar	m i l i t 'a r	 m i l i t 'a 
millorament	m i ʎ u ɾ ə m 'e n	 m i ʎ 'ɔ ɾ ə m 'e n 
miniatura	m i n i ə t 'u ɾ ə	 m i n 'i ə t 'u ɾ ə 
miniaturització	m i n i ə t u ɾ i d z ə s i 'o	 m i n 'i ə t u ɾ i d z ə s i 'o 
mirament	m i ɾ ə m 'e n	 m 'i ɾ ə m 'e n 
Mireia	m i ɾ 'ɛ j ə	 m i ɾ 'ɛ 'i ə 
misàndria	m i z 'a n d ɾ i ə	 m i z 'a n d ɾ 'i ə 
missatger	m i s ə d ʒ 'e	 m i s 'a d ʒ 'e 
mistralenc	m i s t ɾ ə l 'ɛ ŋ	 m i s t ɾ ə l 'ɛ n s 
mitjancer	m i d ʒ ə n s 'e	 m i d ʒ 'a ŋ 'e 
mocs	m 'o k s	 m 'ɔ k s 
modest	m u ð 'e s t	 m u ð 'ɛ s t 
moher	m u 'ɛ r	 m u 'e 
Moisès	m u j z 'ɛ s	 m u i s 'ɛ s 
molecular	m u l ə k u l 'a r	 m u l ə k u l 'a 
molesquí	m u l ə s k 'i	 m 'ɔ l ə s k 'i 
molestada	m u l ə s t 'a ð ə	 m 'ɔ l ə s t 'a ð ə 
molestades	m u l ə s t 'a ð ə s	 m 'ɔ l ə s t 'a ð ə s 
molestar	m u l ə s t 'a	 m 'ɔ l ə s t 'a 
molestat	m u l ə s t 'a t	 m 'ɔ l ə s t 'a t 
molestats	m u l ə s t 'a t s	 m 'ɔ l ə s t 'a t s 
moll	m 'ɔ ʎ	 m 'o ʎ 
molsa	m 'o l s ə	 m 'ɔ l s ə 
molsuda	m u l s 'u ð ə	 m 'ɔ l s 'u ð ə 
molsudes	m u l s 'u ð ə s	 m 'ɔ l s 'u ð ə s 
molsut	m u l s 'u t	 m 'ɔ l s 'u t 
molsuts	m u l s 'u t s	 m 'ɔ l s 'u t s 
molta	m 'o l t ə	 m 'ɔ l t ə 
moltes	m 'o l t ə s	 m 'ɔ l t ə s 
moltonina	m u l t u n 'i n ə	 m 'ɔ l t u n 'i n ə 
moment	m u m 'e n	 m 'ɔ m 'e n 
Mon	m 'u n	 m 'o n 
monàrquica	m u n 'a r k i k ə	 m u n 'a r k 'i k ə 
monàrquics	m u n 'a r k i k s	 m u n 'a r k 'i k s 
monocroma	m u n u k ɾ 'ɔ m ə	 m u n u k ɾ 'o m ə 
monocromes	m u n u k ɾ 'ɔ m ə s	 m u n u k ɾ 'o m ə s 
monologuista	m u n u l u ɣ 'i s t ə	 m u n u l u ɣ u 'i s t ə 
Montblanc	m u m b l 'a ŋ	 m u n ə l 'a ŋ 
Montcada	m u ŋ k 'a ð ə	 m u n ə k 'a ð ə 
Montseny	m u n s 'ɛ ɲ	 m 'o n s 'ɛ ɲ 
Montserrat	m u n s ə r 'a t	 m 'o n s ə r 'a t 
montsianenc	m u n s i ə n 'ɛ ŋ	 m 'o n s i ə n 'ɛ n s 
monument	m u n u m 'e n	 m 'ɔ n u m 'e n 
mora	m 'ɔ ɾ ə	 m 'o ɾ ə 
mores	m 'ɔ ɾ ə s	 m 'o ɾ ə s 
morro	m 'o r u	 m 'ɔ r u 
morros	m 'o r u s	 m 'ɔ r u s 
morruda	m u r 'u ð ə	 m 'o r 'u ð ə 
morrudes	m u r 'u ð ə s	 m 'o r 'u ð ə s 
morrut	m u r 'u t	 m 'o r 'u t 
morruts	m u r 'u t s	 m 'o r 'u t s 
mort	m 'ɔ r t	 m 'o r t 
mosaic	m u z 'a j k	 m u z 'a i k 
mosca	m 'o s k ə	 m 'ɔ s k ə 
moscard	m u s k 'a r	 m u s k 'a r t 
mosques	m 'o s k ə s	 m 'ɔ s k ə s 
mossa	m 'o s ə	 m 'ɔ s ə 
